CatchTime,CatchType,Accuracy,ResponseTime
8,3,0,0
14,4,0,0
42,2,1,0.10126887797378
44,4,0,0
58,2,0,0
60,3,0,0
62,4,0,0
64,3,0,0
70,2,1,0.0413644349901006
78,4,0,0
86,2,1,0.0496570370160043
90,1,1,0.0845342619577423
94,4,0,0
98,2,0,0
106,4,0,0
108,3,0,0
112,3,0,0
116,1,0,0
120,3,0,0
124,3,0,0
136,2,1,0.00606155197601765
144,1,1,0.0494956420734525
148,3,0,0
152,3,0,0
156,1,1,0.0409627630142495
168,2,0,0
172,4,0,0
202,2,1,0.0133422239450738
204,4,0,0
208,1,1,0.100715337903239
212,1,0,0
220,1,0,0
224,1,1,0.0409615139942616
226,4,0,0
232,2,1,0.0821866389596835
234,4,0,0
236,2,1,0.0763032999821007
238,1,1,0.0596275120042264
240,3,0,0
246,1,1,0.109318827977404
