CatchTime,CatchType,Accuracy,ResponseTime
16,4,0,0
18,3,0,0
24,1,1,0.042672773997765
28,4,0,0
42,3,0,0
58,2,1,0.00618169800145552
60,2,1,0.0693071030109422
74,4,0,0
76,2,1,0.0151467409887118
80,1,1,0.103252608998446
82,1,1,0.00573752299533226
84,3,0,0
90,4,0,0
102,3,0,0
104,4,0,0
106,2,1,0.00619969199760817
116,3,0,0
132,3,0,0
136,4,0,0
140,1,1,0.0241651959950104
146,1,1,0.0769986579980468
148,1,1,0.0763772630016319
152,4,0,0
156,2,1,0.0243681020074291
162,2,1,0.0564795609971043
166,3,0,0
180,4,0,0
182,4,0,0
184,1,1,0.0418513519980479
192,3,0,0
196,2,1,0.0326859720080392
202,1,1,0.0920769959921017
216,1,1,0.0239371729985578
218,1,1,0.0503270320041338
220,4,0,0
226,2,1,0.0150671739975223
228,3,0,0
230,2,1,0.0501763439970091
240,2,1,0.0414476010046201
242,3,0,0
