CatchTime,CatchType,Accuracy,ResponseTime
6,3,0,0
10,3,0,0
14,2,1,0.0160402059846092
18,1,1,0.0238990079960786
22,2,1,0.0944925229996443
32,3,0,0
38,1,1,0.0141568850085605
42,3,0,0
52,1,1,0.050143083994044
68,4,0,0
70,3,0,0
72,4,0,0
74,4,0,0
76,3,0,0
78,3,0,0
84,2,1,0.00607066199881956
86,4,0,0
92,4,0,0
96,2,1,0.0954782699991483
100,2,1,0.0766877679852769
104,1,1,0.0062568869907409
110,4,0,0
120,3,0,0
126,2,1,0.0409822670044377
148,1,1,0.00639209902146831
150,4,0,0
158,4,0,0
172,2,1,0.00605489101144485
176,1,1,0.078079411003273
186,4,0,0
188,2,1,0.050556972011691
190,4,0,0
196,3,0,0
204,2,1,0.0589002839988098
218,1,1,0.0499647159886081
224,1,1,0.0329939729999751
228,3,0,0
234,2,1,0.00474516599206254
240,1,1,0.0588168270187452
244,1,1,0.0935147950076498
