CatchTime,CatchType,Accuracy,ResponseTime
2,4,0,0
8,4,0,0
14,4,0,0
28,3,0,0
32,3,0,0
34,2,1,0.02474843012169
42,1,1,0.0591266108676791
54,3,0,0
56,4,0,0
60,1,1,0.00108184805139899
70,3,0,0
78,3,0,0
82,3,0,0
86,3,0,0
96,3,0,0
112,2,1,0.027241175994277
120,1,1,0.0211046487092972
124,4,0,0
126,1,1,0.0548504060134292
128,2,1,0.0492435097694397
138,3,0,0
146,4,0,0
150,2,1,0.0944024631753564
164,3,0,0
168,1,1,0.00121162878349423
176,1,1,0.0126612433232367
182,1,1,0.0721690161153674
190,2,1,0.0467665777541697
192,2,1,0.0440374598838389
196,1,1,0.0727935661561787
200,4,0,0
202,2,1,0.0553970322944224
204,1,1,0.0127393766306341
216,4,0,0
224,2,1,0.0381521498784423
226,2,1,0.00113390758633614
228,1,1,0.0786464898847044
232,4,0,0
236,4,0,0
242,2,1,0.0405313782393932
