CatchTime,CatchType,Accuracy,ResponseTime
6,2,1,0.0514815258793533
8,1,1,0.102151330094784
10,4,0,0
12,1,1,0.00599885312840343
22,2,1,0.0239217132329941
24,4,0,0
28,3,0,0
46,1,1,0.00614472711458802
50,3,0,0
58,1,1,0.101974862162024
70,2,1,0.0842235460877419
72,4,0,0
86,2,1,0.0854680831544101
90,1,1,0.0683377091772854
94,1,1,0.0763789108023047
102,1,1,0.0508528570644557
110,1,1,0.00610978668555617
118,3,0,0
122,2,1,0.113135426770896
126,3,0,0
134,3,0,0
146,1,1,0.0502177821472287
148,3,0,0
156,3,0,0
164,2,1,0.075262222904712
184,2,1,0.0935869519598782
186,3,0,0
190,4,0,0
194,2,1,0.0590483439154923
196,2,0,0
198,4,0,0
208,3,0,0
214,4,0,0
218,4,0,0
228,1,1,0.0860461909323931
230,4,0,0
232,4,0,0
242,2,1,0.0775018385611475
244,4,0,0
246,3,0,0
