CatchTime,CatchType,Accuracy,ResponseTime
2,2,1,0.0890105832368135
6,1,1,0.0151810105890036
18,4,0,0
20,4,0,0
22,3,0,0
26,2,1,0.0414571119472384
34,3,0,0
42,2,1,0.0769725358113647
62,1,1,0.00620060320943594
72,1,1,0.0051020747050643
92,4,0,0
94,4,0,0
100,2,1,0.0221394225955009
108,3,0,0
110,3,0,0
118,4,0,0
120,4,0,0
122,1,0,0
134,3,0,0
138,1,1,0.0678950883448124
140,3,0,0
150,2,1,0.0330532966181636
154,1,1,0.00632684305310249
156,2,1,0.0944517310708761
164,3,0,0
166,4,0,0
172,1,1,0.00614491477608681
178,4,0,0
180,2,1,0.0420812945812941
184,1,1,0.111433271318674
188,1,1,0.0333192814141512
192,3,0,0
200,4,0,0
204,3,0,0
216,2,1,0.00609546806663275
222,4,0,0
224,2,1,0.00603262986987829
230,1,1,0.0412642480805516
240,3,0,0
248,2,1,0.0155149372294545
