CatchTime,CatchType,Accuracy,ResponseTime
2,2,0,0
14,4,0,0
20,1,1,0.0942585119992145
34,4,0,0
36,4,0,0
40,4,0,0
66,2,1,0.104128286999185
68,1,1,0.0675868540001829
70,4,0,0
76,1,1,0.0921688380003616
82,2,1,0.0150665809997008
84,2,1,0.102257717000612
92,3,0,0
96,3,0,0
98,3,0,0
100,1,1,0.0504964709998603
106,2,1,0.0328346679998504
108,2,1,0.0504818319986953
110,3,0,0
122,4,0,0
132,2,1,0.0502917699996033
144,3,0,0
146,3,0,0
154,2,1,0.0505029979995015
162,1,1,0.103245551999862
166,1,1,0.0919865430005302
168,1,1,0.112213685000825
170,2,1,0.0758675559991389
172,3,0,0
178,2,1,0.0505650289996993
184,3,0,0
204,4,0,0
212,3,0,0
214,3,0,0
224,4,0,0
228,1,0,0
230,4,0,0
240,4,0,0
244,1,0,0
246,1,0,0
