CatchTime,CatchType,Accuracy,ResponseTime
2,4,0,0
4,2,0,0
8,2,1,0.076665623113513
34,3,0,0
44,4,0,0
50,2,1,0.0305876019410789
56,2,1,0.0332180499099195
68,1,1,0.0711252950131893
74,4,0,0
76,2,1,0.093306208960712
80,3,0,0
84,3,0,0
94,1,1,0.00928575708530843
102,3,0,0
112,1,1,0.0739302248694003
126,4,0,0
130,1,1,0.0305556890089065
134,1,1,0.0572471129707992
136,3,0,0
142,2,1,0.0762476599775255
148,4,0,0
150,1,1,0.0524065089412034
152,4,0,0
158,4,0,0
160,2,1,0.0601295861415565
162,1,1,0.00115542695857584
174,2,1,0.0145915329921991
184,4,0,0
202,3,0,0
208,1,1,0.0514534530229867
210,1,1,0.0521947231609374
212,3,0,0
218,3,0,0
220,3,0,0
222,1,1,0.0866988508496433
232,2,1,0.090135992038995
236,4,0,0
240,2,1,0.00105708790943027
244,3,0,0
246,4,0,0
