CatchTime,CatchType,Accuracy,ResponseTime
4,2,1,0.0312378848902881
10,4,0,0
12,4,0,0
22,3,0,0
24,1,1,0.0414928458631039
28,1,1,0.0234046350233257
32,4,0,0
42,1,1,0.0583455481100827
46,3,0,0
52,4,0,0
58,4,0,0
60,4,0,0
62,3,0,0
66,2,1,0.0425719860941172
68,1,1,0.0491943119559437
72,2,1,0.0326514469925314
82,1,1,0.113152059959248
90,2,1,0.0504188030026853
96,2,1,0.00636754301376641
122,2,1,0.0325746140442789
130,1,1,0.0505346581339836
132,4,0,0
136,1,1,0.0146674090065062
144,3,0,0
148,2,1,0.0148024130612612
154,4,0,0
162,2,1,0.00606312020681798
190,4,0,0
192,1,1,0.032789807068184
194,3,0,0
204,2,1,0.0147293671034276
216,2,1,0.0241491759661585
220,3,0,0
224,3,0,0
226,4,0,0
228,1,1,0.00542382407002151
230,3,0,0
242,1,1,0.00634775403887033
246,3,0,0
248,3,0,0
