CatchTime,CatchType,Accuracy,ResponseTime
2,2,1,0.0650827982462943
6,2,1,0.0479589989408851
12,4,0,0
14,1,1,0.00561755895614624
24,1,1,0.111332790926099
30,1,1,0.111581784207374
32,4,0,0
40,3,0,0
48,4,0,0
56,1,1,0.0574660771526396
76,2,0,0
82,3,0,0
84,4,0,0
92,2,1,0.0945895537734032
96,1,1,0.0864081559702754
104,4,0,0
106,3,1,0.0674827569164336
118,2,1,0.00560616096481681
126,4,0,0
128,3,0,0
134,3,0,0
136,2,1,0.0665227547287941
140,4,0,0
148,3,0,0
158,1,1,0.0508509068749845
162,3,0,0
166,3,0,0
174,2,1,0.0593681251630187
176,4,1,0.0453410702757537
188,3,0,0
190,1,1,0.0312120420858264
192,1,1,0.0411326452158391
198,4,0,0
206,2,1,0.0243455129675567
214,2,1,0.0589650338515639
216,1,1,0.0060655390843749
222,2,1,0.00398455420508981
224,3,0,0
226,1,1,0.0937268398702145
232,4,0,0
