CatchTime,CatchType,Accuracy,ResponseTime
2,4,0,0
8,3,0,0
14,1,1,0.0765224259812385
20,1,1,0.00401433906517923
22,1,1,0.0492126019671559
32,3,0,0
42,2,0,0
50,2,0,0
56,4,0,0
62,3,0,0
64,2,1,0.041642258875072
66,3,0,0
76,3,0,0
84,4,0,0
90,2,0,0
92,1,1,0.00581122888252139
98,1,1,0.0774518800899386
102,1,1,0.015294621931389
108,2,1,0.0241098068654537
114,3,0,0
126,1,1,0.0149054180365056
140,3,0,0
144,4,0,0
154,2,1,0.0061912122182548
156,3,0,0
158,4,0,0
162,1,1,0.067634928971529
170,1,1,0.0416782840620726
178,2,1,0.0330035018268973
190,4,0,0
196,4,1,0.102747834054753
208,3,0,0
216,4,0,0
220,3,0,0
222,4,0,0
232,4,0,0
234,2,0,0
236,1,1,0.0509869889356196
242,2,0,0
248,2,1,0.050745639950037
