CatchTime,CatchType,Accuracy,ResponseTime
6,2,1,0.0149489000905305
10,2,1,0.00618846993893385
12,3,0,0
20,3,0,0
24,2,1,0.0149321421049535
38,3,0,0
46,2,1,0.00566791789606214
50,3,0,0
54,1,1,0.0586033200379461
70,2,1,0.00638650404289365
84,1,1,0.101170271169394
90,4,0,0
96,1,1,0.00608853111043572
116,3,0,0
118,2,1,0.0325235628988594
120,4,0,0
122,1,1,0.0674367479514331
124,1,1,0.0327945509925485
132,3,0,0
138,1,1,0.111962097929791
142,3,0,0
146,4,0,0
154,2,1,0.100893676048145
156,4,0,0
158,1,1,0.0846559370402247
160,4,0,0
162,3,0,0
164,4,0,0
182,2,1,0.0415389279369265
184,2,1,0.0237266379408538
190,3,0,0
194,1,1,0.0959036939311773
198,4,0,0
212,4,0,0
214,1,1,0.0750444661825895
216,1,1,0.0750073629897088
224,4,0,0
232,2,1,0.0591564630158246
236,4,0,0
242,3,0,0
