CatchTime,CatchType,Accuracy,ResponseTime
2,3,0,0
6,4,0,0
8,3,0,0
16,3,0,0
20,4,0,0
30,3,0,0
34,4,0,0
38,4,0,0
46,4,0,0
50,3,0,0
52,3,0,0
58,2,1,0.107516023999779
68,1,1,0.0179042879899498
72,2,1,0.00117585400585085
92,1,1,0.0958241280168295
100,2,1,0.0502401760022622
102,1,1,0.00937681400682777
104,2,1,0.00110447098268196
110,1,1,0.0910383250156883
116,2,1,0.0771289030089974
118,4,0,0
122,2,1,0.112767250015168
124,2,1,0.0147013899986632
132,2,1,0.0660166300076526
136,1,1,0.114531522005564
144,3,0,0
150,2,1,0.0935069529805332
154,3,0,0
162,3,0,0
166,3,0,0
170,4,0,0
176,1,1,0.0579914489935618
178,4,0,0
184,1,1,0.0853462649974972
186,4,0,0
196,1,1,0.0611173039942514
208,2,1,0.017567169998074
226,1,1,0.0553688880172558
228,4,0,0
230,1,1,0.0894534990075044
