CatchTime,CatchType,Accuracy,ResponseTime
8,1,1,0.0504899460356683
12,3,0,0
32,2,1,0.0244654361158609
34,3,0,0
42,2,1,0.0941409161314368
44,4,0,0
52,4,0,0
56,1,1,0.033013025065884
62,1,1,0.0506192350294441
66,2,1,0.0324008811730891
70,3,0,0
76,1,1,0.103593526873738
80,3,0,0
86,3,0,0
90,2,1,0.0328345310408622
94,3,0,0
104,1,1,0.0153751890175045
108,4,0,0
118,1,1,0.0062940139323473
126,2,1,0.0242043440230191
138,3,0,0
144,4,0,0
146,1,1,0.0240225750021636
150,3,0,0
160,2,1,0.0152615229599178
166,2,1,0.0503266910091043
168,4,0,0
186,1,1,0.0938570930156857
190,3,0,0
194,2,1,0.00614543305709958
196,2,0,0
202,1,1,0.094614741159603
208,1,1,0.0938639789819717
214,4,0,0
216,2,1,0.0413377180229872
222,4,0,0
224,4,0,0
226,4,0,0
232,3,0,0
238,4,0,0
