CatchTime,CatchType,Accuracy,ResponseTime
2,4,0,0
4,3,0,0
6,2,1,0.0123909199901391
12,4,0,0
16,2,1,0.0672079490032047
18,3,0,0
44,1,0,0
50,1,1,0.00632969100843184
58,1,1,0.0859816840093117
64,1,0,0
66,2,1,0.094560018973425
70,3,0,0
74,3,0,0
88,4,0,0
92,1,0,0
96,3,0,0
98,3,0,0
106,1,1,0.104231667006388
108,2,1,0.0682373900199309
116,1,0,0
128,4,0,0
132,1,0,0
136,3,0,0
140,2,1,0.105452012008755
144,2,1,0.0778584739891812
162,3,0,0
172,4,0,0
178,4,0,0
182,4,0,0
186,1,1,0.102390701009426
190,4,0,0
192,4,1,0.00621541700093076
194,3,1,0.0724520700168796
198,3,0,0
200,1,1,0.0596845740219578
204,2,1,0.0051798069907818
228,2,0,0
230,2,1,0.0763169889978599
234,4,0,0
244,2,1,0.00617778601008467
