CatchTime,CatchType,Accuracy,ResponseTime
2,2,1,0.0181526700034738
12,4,0,0
22,1,1,0.0149047629674897
26,3,0,0
34,2,1,0.0861598720075563
52,1,1,0.110953131923452
54,3,0,0
60,4,0,0
66,4,0,0
74,4,0,0
82,2,1,0.0503352469531819
90,4,0,0
96,3,0,0
100,1,1,0.111118213972077
102,3,0,0
106,1,1,0.0418251670198515
110,2,1,0.0061765699647367
116,3,0,0
118,4,0,0
122,3,0,0
128,2,1,0.0760240260278806
130,3,0,0
132,2,1,0.0498494619969279
134,2,1,0.00614825705997646
136,1,1,0.101992144947872
142,1,1,0.0675227820174769
150,1,1,0.00606233498547226
152,1,1,0.0885395569493994
162,4,0,0
164,2,1,0.0326955569908023
166,3,0,0
168,2,1,0.0498715590219945
182,2,1,0.0146574570098892
192,4,0,0
202,3,0,0
214,1,1,0.0681864790385589
224,4,0,0
232,1,1,0.0578797570196912
234,3,0,0
244,4,0,0
