CatchTime,CatchType,Accuracy,ResponseTime
4,2,1,0.0610441421158612
10,2,1,0.0727865193039179
12,1,1,0.0472733471542597
20,2,1,0.00513247400522232
22,1,1,0.067338980268687
30,4,0,0
38,1,1,0.0319354073144495
52,3,0,0
54,4,0,0
56,4,0,0
60,2,1,0.0575945978052914
78,2,1,0.0770305939950049
80,1,1,0.0751849198713899
84,1,1,0.00417864276096225
94,4,0,0
106,1,1,0.0236431341618299
108,1,1,0.0585105358622968
110,3,0,0
114,1,1,0.0500191831961274
116,3,0,0
120,4,0,0
128,3,0,0
132,2,0,0
134,4,0,0
136,2,1,0.0839197682216763
138,3,0,0
146,3,0,0
148,3,0,0
154,2,1,0.0323332007974386
164,2,1,0.057657805737108
170,3,0,0
182,4,0,0
184,1,1,0.0239496869035065
194,2,1,0.00550244096666574
200,4,0,0
208,3,0,0
214,1,1,0.0325453137047589
220,3,0,0
238,4,0,0
240,4,0,0
