CatchTime,CatchType,Accuracy,ResponseTime
2,1,1,0.0468540631700307
14,3,0,0
16,2,0,0
24,3,0,0
28,2,0,0
38,1,0,0
44,4,0,0
46,3,0,0
50,4,0,0
56,4,0,0
60,3,0,0
62,2,1,0.0417051701806486
70,2,1,0.0061979559250176
74,1,1,0.0600822251290083
88,1,0,0
90,3,1,0.0870098518207669
92,2,1,0.0506193418987095
94,4,0,0
98,1,1,0.0246403480414301
102,1,1,0.0151666030287743
104,1,1,0.00440544099546969
106,3,0,0
120,2,0,0
124,2,0,0
126,4,0,0
130,2,0,0
160,4,0,0
176,3,0,0
182,1,0,0
186,1,1,0.00626978883519769
188,2,1,0.103471376001835
192,2,1,0.00431880122050643
194,3,0,0
212,4,0,0
218,4,0,0
220,1,1,0.00611768686212599
228,3,0,0
238,3,0,0
240,4,0,0
242,4,0,0
