CatchTime,CatchType,Accuracy,ResponseTime
2,4,0,0
6,3,0,0
14,2,0,0
26,1,0,0
30,3,0,0
34,3,0,0
36,2,0,0
56,4,0,0
68,4,0,0
78,2,0,0
80,1,1,0.025293692946434
82,4,0,0
96,3,0,0
104,3,0,0
106,2,0,0
110,3,0,0
120,2,0,0
126,2,0,0
128,4,0,0
134,1,0,0
136,4,0,0
148,1,0,0
150,3,0,0
152,1,1,0.0655037248507142
154,3,0,0
162,2,0,0
164,3,0,0
176,1,1,0.00614222697913647
180,2,0,0
182,4,0,0
184,1,1,0.00595621205866337
198,1,1,0.00563848111778498
206,2,0,0
212,4,0,0
216,1,0,0
222,3,0,0
230,1,0,0
234,4,0,0
236,4,0,0
244,2,0,0
