CatchTime,CatchType,Accuracy,ResponseTime
4,1,0,0
8,3,0,0
16,2,1,0.00738654809538275
38,2,1,0.00605402700603008
58,2,1,0.0939512749901041
62,2,1,0.0585136680165306
74,3,0,0
76,3,0,0
80,3,0,0
82,1,0,0
88,3,0,0
96,2,1,0.0917852580314502
98,4,0,0
100,1,0,0
102,3,0,0
112,3,0,0
134,2,1,0.0770583080593497
136,1,0,0
142,1,0,0
144,4,0,0
154,4,0,0
162,4,0,0
168,1,0,0
170,4,0,0
174,2,1,0.0946031720377505
180,4,0,0
186,2,1,0.0488876129966229
190,3,0,0
194,1,0,0
204,3,0,0
206,1,0,0
210,4,0,0
214,1,0,0
216,4,0,0
220,2,1,0.00544220197480172
226,3,0,0
230,1,0,0
238,4,0,0
240,4,0,0
242,2,1,0.0150289370212704
