CatchTime,CatchType,Accuracy,ResponseTime
4,3,0,0
6,4,0,0
8,3,1,0.0407703459786717
24,2,1,0.0324651520058978
32,3,1,0.0668116019805893
40,4,1,0.0240142609982286
42,2,1,0.0986015560047235
50,4,0,0
52,3,1,0.00612943599116988
62,3,0,0
66,1,1,0.0683319230156485
70,1,1,0.0605180409911554
76,4,0,0
90,2,1,0.0151606660219841
100,2,1,0.0499168020032812
102,3,0,0
104,4,0,0
108,1,1,0.014917788997991
120,1,1,0.0685826260014437
122,2,1,0.0933970309852157
126,4,0,0
144,2,1,0.0937292900052853
146,4,0,0
148,2,1,0.0502084030013066
158,2,1,0.0131269450066611
162,4,0,0
164,1,1,0.00636088999453932
170,3,0,0
174,1,1,0.10058561299229
190,2,1,0.0417387669731397
194,1,1,0.00609133299440145
196,3,0,0
198,1,1,0.0941070879925974
200,4,0,0
202,1,1,0.0239369999908376
218,2,1,0.0583585040003527
222,1,1,0.111136649997206
224,3,0,0
232,4,1,0.0515631669841241
244,3,0,0
