PresOrder,TrialNumber,Far_Close,Hallway,Perspective,Phase,Catch_Trial,Response,Response_Time
1,68,1,1,1,1,1,1,NaN
2,11,1,1,2,1,1,1,NaN
3,91,2,1,2,2,1,1,NaN
4,73,1,1,2,1,1,1,NaN
5,105,1,2,2,1,1,1,NaN
6,82,2,1,1,2,1,1,NaN
7,79,1,2,1,1,1,1,NaN
8,72,2,2,2,2,1,1,NaN
9,25,1,1,2,1,2,1,0.637956207798197
10,9,2,2,2,2,1,1,NaN
11,77,1,1,2,1,1,1,NaN
12,85,1,1,1,1,2,1,0.633911725515645
13,31,1,1,1,1,1,1,NaN
14,5,2,2,2,2,1,1,NaN
15,12,2,1,1,2,1,1,NaN
16,43,2,2,1,2,1,1,NaN
17,89,2,2,1,2,1,1,NaN
18,17,2,1,1,2,2,1,0.579753708003409
19,52,1,1,1,1,1,1,NaN
20,16,2,1,1,2,1,1,NaN
21,64,1,1,2,1,1,1,NaN
22,27,1,1,2,1,1,1,NaN
23,86,1,1,2,1,1,1,NaN
24,38,1,2,2,1,1,1,NaN
25,81,1,1,1,1,1,1,NaN
26,51,2,2,2,2,1,1,NaN
27,67,2,2,2,2,1,1,NaN
28,90,1,1,2,1,1,1,NaN
29,62,1,2,2,1,1,1,NaN
30,29,1,2,2,1,1,1,NaN
31,95,1,1,1,1,1,1,NaN
32,53,2,1,2,2,1,1,NaN
33,45,2,1,2,2,1,1,NaN
34,37,2,1,2,2,1,1,NaN
35,28,2,1,1,2,1,1,NaN
36,106,2,2,1,2,1,1,NaN
37,99,1,1,1,1,1,1,NaN
38,87,2,1,1,2,1,1,NaN
39,7,2,1,2,2,1,1,NaN
40,20,1,1,1,1,1,1,NaN
41,2,2,1,1,2,1,1,NaN
42,50,1,2,2,1,1,1,NaN
43,59,2,2,2,2,1,1,NaN
44,96,2,1,1,2,1,1,NaN
45,39,2,2,1,2,1,1,NaN
46,83,1,2,2,1,1,1,NaN
47,18,1,2,2,1,1,1,NaN
48,15,1,1,2,1,1,1,NaN
49,41,2,1,2,2,1,1,NaN
50,60,1,1,1,1,1,1,NaN
51,47,2,2,2,2,1,1,NaN
52,19,2,2,1,2,1,1,NaN
53,101,1,2,2,1,1,1,NaN
54,103,1,1,2,1,1,1,NaN
55,93,2,2,2,2,1,1,NaN
56,6,1,1,2,1,1,1,NaN
57,4,1,2,1,1,1,1,NaN
58,71,1,2,2,1,1,1,NaN
59,84,2,2,1,2,1,1,NaN
60,102,2,2,1,2,1,1,NaN
61,56,1,1,1,1,1,1,NaN
62,35,2,1,2,2,2,1,0.684616422413455
63,78,2,1,2,2,1,1,NaN
64,92,1,2,1,1,1,1,NaN
65,108,2,1,1,2,1,1,NaN
66,88,1,2,1,1,1,1,NaN
67,10,2,2,1,2,2,1,0.544140607509689
68,94,1,1,1,1,2,1,0.62103903393654
69,54,1,2,2,1,1,1,NaN
70,23,1,2,2,1,2,1,0.522967362316194
71,42,1,2,1,1,1,1,NaN
72,74,2,1,1,2,1,1,NaN
73,22,1,2,2,1,1,0,1.13715740791486
