PresOrder,TrialNumber,Far_Close,Hallway,Perspective,Phase,Catch_Trial,Response,Response_Time
1,31,1,2,2,1,1,1,NaN
2,50,2,1,1,2,1,1,NaN
3,83,2,1,1,2,1,1,NaN
4,32,2,2,2,2,1,1,NaN
5,109,1,2,1,1,1,1,NaN
6,33,1,1,2,1,1,1,NaN
7,88,1,2,2,1,1,1,NaN
8,37,1,1,2,1,1,1,NaN
9,59,2,2,1,2,1,1,NaN
10,60,1,1,2,1,2,1,0.532647488249495
11,15,2,1,2,2,1,1,NaN
12,38,2,1,2,2,1,1,NaN
13,96,1,2,1,1,1,1,NaN
14,14,1,1,2,1,1,1,NaN
15,12,1,2,2,1,1,1,NaN
16,18,1,1,1,1,1,1,NaN
17,44,2,2,2,2,1,1,NaN
18,98,1,1,2,1,1,1,NaN
19,102,2,2,1,2,1,1,NaN
20,90,1,1,2,1,1,1,NaN
21,45,1,1,1,1,1,1,NaN
22,49,1,1,1,1,1,1,NaN
23,69,1,1,2,1,1,1,NaN
24,93,2,2,2,2,1,1,NaN
25,48,2,2,1,2,1,1,NaN
26,76,2,2,1,2,1,1,NaN
27,80,2,2,2,2,1,1,NaN
28,72,2,2,2,2,1,1,NaN
29,71,1,2,2,1,1,1,NaN
30,108,2,1,1,2,1,1,NaN
31,78,2,1,2,2,1,1,NaN
32,103,1,1,2,1,1,1,NaN
33,91,2,1,1,2,1,1,NaN
34,8,2,2,2,2,1,1,NaN
35,20,2,1,2,2,1,1,NaN
36,107,1,1,2,1,1,1,NaN
37,64,2,2,2,2,1,1,NaN
38,85,2,2,1,2,1,1,NaN
39,67,1,2,1,1,1,1,NaN
40,106,2,2,1,2,1,1,NaN
41,99,2,1,1,2,2,1,0.493685837376688
42,4,2,2,1,2,1,1,NaN
43,68,2,2,1,2,1,1,NaN
44,25,1,1,1,1,1,1,NaN
45,97,2,2,2,2,1,1,NaN
46,7,1,2,2,1,1,1,NaN
47,63,1,2,2,1,1,1,NaN
48,41,1,1,1,1,1,1,NaN
49,9,2,2,1,2,2,1,0.653467177797211
50,3,1,2,2,1,1,1,NaN
51,6,2,1,2,2,1,1,NaN
52,75,1,2,1,1,1,1,NaN
53,35,1,2,1,1,1,1,NaN
54,110,2,2,2,2,1,1,NaN
55,30,2,1,2,2,1,1,NaN
56,54,1,1,1,1,1,1,NaN
57,23,1,2,1,1,2,1,0.544108415537266
58,81,1,1,1,1,1,1,NaN
59,13,2,2,1,2,1,1,NaN
60,86,1,1,1,1,1,1,NaN
61,39,1,2,1,1,1,1,NaN
62,62,2,1,1,2,1,1,NaN
63,101,1,2,1,1,1,1,NaN
64,58,2,1,2,2,2,1,0.499374744109446
65,73,1,1,2,1,1,1,NaN
66,43,1,2,2,1,1,1,NaN
67,87,2,1,2,2,1,1,NaN
68,55,2,1,1,2,1,1,NaN
69,79,1,2,2,1,1,1,NaN
70,27,1,2,2,1,1,1,NaN
71,100,2,1,1,2,1,1,NaN
72,51,1,2,2,1,1,1,NaN
73,36,2,2,2,2,1,1,NaN
74,65,1,1,1,1,1,1,NaN
75,2,2,1,1,2,1,1,NaN
76,29,1,1,1,1,1,1,NaN
77,57,2,1,2,2,2,1,0.609799353293056
78,82,1,2,1,1,2,1,0.526958581516737
79,42,2,1,1,2,1,1,NaN
80,40,2,2,1,2,1,1,NaN
81,61,1,1,2,1,1,1,NaN
82,46,2,1,2,2,1,1,NaN
83,19,1,1,1,1,2,1,0.693557596267055
84,26,2,1,1,2,1,1,NaN
85,89,2,2,1,2,1,1,NaN
86,5,1,1,2,1,1,1,NaN
87,10,1,1,2,1,1,1,NaN
88,34,2,1,1,2,1,1,NaN
89,21,1,2,1,1,1,1,NaN
90,92,1,2,2,1,1,1,NaN
91,74,2,1,1,2,1,1,NaN
92,1,1,1,2,1,1,1,NaN
93,66,2,1,2,2,1,1,NaN
94,104,2,1,2,2,1,1,NaN
95,52,2,2,2,2,2,1,0.636173357865118
96,16,1,2,2,1,1,1,NaN
97,22,1,1,2,1,2,1,0.412255073966662
98,53,2,2,2,2,1,1,NaN
99,105,1,2,1,1,1,1,NaN
100,56,1,2,1,1,1,1,NaN
101,24,2,2,2,2,1,1,NaN
102,84,1,2,2,1,1,1,NaN
103,17,2,2,1,2,1,1,NaN
104,11,2,1,1,2,1,1,NaN
105,94,1,1,2,1,1,1,NaN
106,70,2,1,2,2,1,1,NaN
107,77,1,1,2,1,1,1,NaN
108,95,2,1,2,2,1,1,NaN
109,47,1,2,1,1,1,1,NaN
110,28,2,2,1,2,1,1,NaN
111,133,1,2,1,1,1,1,NaN
112,194,2,1,1,2,1,1,NaN
113,144,1,1,2,1,1,1,NaN
114,217,1,1,2,1,1,1,NaN
115,149,2,1,2,2,1,1,NaN
116,143,2,2,2,2,1,1,NaN
117,170,1,1,1,1,1,1,NaN
118,202,2,2,1,2,1,1,NaN
