PresOrder,TrialNumber,Far_Close,Hallway,Perspective,Phase,Catch_Trial,Response,Response_Time
1,18,1,2,1,1,1,1,NaN
2,101,1,2,2,1,1,1,NaN
3,46,1,1,2,1,1,1,NaN
4,105,1,2,1,1,1,1,NaN
5,31,1,2,2,1,1,1,NaN
6,81,1,1,1,1,1,1,NaN
7,51,2,1,1,2,1,1,NaN
8,27,1,2,2,1,1,1,NaN
9,5,1,1,1,1,1,1,NaN
10,42,1,1,1,1,1,1,NaN
11,63,2,1,2,2,2,1,0.434536600954743
12,16,1,1,1,1,1,1,NaN
13,7,1,2,2,1,1,1,NaN
14,55,2,1,2,2,1,1,NaN
15,80,2,2,1,2,1,1,NaN
16,37,2,2,1,2,1,1,NaN
17,48,1,2,1,1,1,1,NaN
18,91,2,1,2,2,1,1,NaN
19,90,1,1,2,1,1,1,NaN
20,22,2,1,2,2,1,1,NaN
21,53,2,2,2,2,1,1,NaN
22,74,1,2,2,1,1,1,NaN
23,65,1,2,2,1,1,1,NaN
24,77,1,1,1,1,1,1,NaN
25,2,2,1,2,2,1,1,NaN
26,85,1,1,2,1,1,1,NaN
27,93,2,2,1,2,1,1,NaN
28,106,2,2,2,2,1,1,NaN
29,26,2,1,1,2,1,1,NaN
30,92,1,2,1,1,1,1,NaN
31,60,1,2,1,1,1,1,NaN
32,109,1,2,2,1,1,1,NaN
33,76,1,1,1,1,2,1,0.453272913880937
34,94,1,1,1,1,1,1,NaN
35,29,1,1,1,1,1,1,NaN
36,40,1,2,1,1,1,1,NaN
37,49,2,2,1,2,1,1,NaN
38,32,2,2,1,2,1,1,NaN
39,96,1,2,1,1,1,1,NaN
40,75,2,2,1,2,1,1,NaN
41,6,2,1,2,2,1,1,NaN
42,54,1,1,1,1,1,1,NaN
43,73,2,1,1,2,1,1,NaN
44,24,2,2,1,2,1,1,NaN
45,72,1,1,2,1,1,1,NaN
46,79,1,2,2,1,1,1,NaN
47,1,1,1,2,1,1,1,NaN
48,52,1,2,1,1,1,1,NaN
49,110,2,2,1,2,1,1,NaN
50,28,2,2,2,2,1,1,NaN
51,66,2,2,1,2,1,1,NaN
52,4,2,2,2,2,1,1,NaN
53,38,1,1,2,1,1,1,NaN
54,62,1,1,2,1,1,1,NaN
55,78,2,1,1,2,1,1,NaN
56,3,1,2,2,1,1,1,NaN
57,86,2,1,1,2,1,1,NaN
