PresOrder,TrialNumber,Far_Close,Hallway,Perspective,Phase,Catch_Trial,Response,Response_Time
1,105,2,2,1,2,1,1,NaN
2,102,1,1,1,1,1,1,NaN
3,41,2,2,1,2,1,1,NaN
4,16,1,2,1,1,1,1,NaN
5,13,2,2,2,2,1,1,NaN
6,47,2,1,2,2,1,1,NaN
7,99,2,1,2,2,1,1,NaN
8,17,2,2,1,2,2,1,0.540241631526442
9,52,1,2,1,1,1,1,NaN
10,5,2,2,2,2,1,1,NaN
11,33,2,2,1,2,1,1,NaN
12,10,1,1,2,1,1,1,NaN
13,94,2,1,2,2,1,1,NaN
14,96,2,1,1,2,2,1,0.570755052427558
15,42,1,1,1,1,1,1,NaN
16,110,2,2,1,2,1,1,NaN
17,75,1,2,1,1,1,1,NaN
18,32,1,2,2,1,1,1,NaN
19,66,1,1,1,1,1,1,NaN
20,22,1,2,1,1,1,1,NaN
21,78,2,1,1,2,1,1,NaN
22,85,1,1,1,1,1,1,NaN
23,45,2,2,2,2,1,1,NaN
24,48,1,2,1,1,1,1,NaN
25,88,2,2,2,2,1,1,NaN
26,83,1,2,1,1,1,1,NaN
27,55,2,1,1,2,1,1,NaN
28,84,2,2,2,2,1,1,NaN
29,3,2,1,2,2,1,1,NaN
30,98,1,1,2,1,1,1,NaN
31,61,2,2,2,2,1,1,NaN
32,90,2,1,1,2,1,1,NaN
33,31,1,1,2,1,2,1,0.525055889325813
34,62,1,1,2,1,1,1,NaN
35,82,2,1,1,2,1,1,NaN
36,49,2,2,2,2,1,1,NaN
37,37,2,2,2,2,1,1,NaN
38,72,1,1,2,1,1,1,NaN
39,43,2,1,2,2,1,1,NaN
40,12,1,2,2,1,1,1,NaN
41,92,2,2,1,2,1,1,NaN
42,26,1,2,1,1,1,1,NaN
43,97,2,2,2,2,1,1,NaN
44,89,1,1,1,1,1,1,NaN
45,23,2,2,2,2,1,1,NaN
46,95,1,2,2,1,1,1,NaN
47,54,1,1,2,1,1,1,NaN
48,76,2,2,2,2,1,1,NaN
49,108,1,2,2,1,2,1,0.636242504800975
50,81,1,1,2,1,1,1,NaN
51,38,1,1,2,1,1,1,NaN
52,11,2,1,2,2,1,1,NaN
53,70,2,2,1,2,1,1,NaN
54,8,1,2,1,1,1,1,NaN
55,57,2,2,2,2,1,1,NaN
56,7,2,1,1,2,1,1,NaN
57,30,2,1,1,2,1,1,NaN
58,65,2,2,1,2,1,1,NaN
59,77,1,1,1,1,1,1,NaN
60,109,1,2,1,1,1,1,NaN
61,71,1,1,2,1,2,1,0.48066400528478
62,21,2,1,2,2,1,1,NaN
63,25,2,1,2,2,1,1,NaN
64,59,2,1,1,2,1,1,NaN
65,4,1,2,1,1,1,1,NaN
66,40,1,2,1,1,1,1,NaN
67,100,1,2,1,1,1,1,NaN
68,68,1,2,1,1,1,1,NaN
69,44,1,2,2,1,1,1,NaN
70,93,1,1,2,1,1,1,NaN
71,64,1,2,1,1,1,1,NaN
72,6,1,1,2,1,1,1,NaN
73,104,1,2,2,1,1,1,NaN
74,1,2,2,1,2,2,1,0.560512504898725
75,20,2,1,1,2,2,1,0.58153520274027
76,51,2,1,2,2,1,1,NaN
77,101,2,2,1,2,1,1,NaN
78,69,1,2,1,1,2,1,0.856001762938831
79,27,1,1,1,1,2,1,0.370316424745397
80,19,1,1,1,1,1,1,NaN
81,53,2,2,2,2,1,1,NaN
82,35,2,1,2,2,1,1,NaN
83,67,2,1,2,2,1,1,NaN
84,34,1,1,2,1,1,1,NaN
85,60,1,2,2,1,1,1,NaN
86,39,2,1,2,2,1,1,NaN
87,73,2,1,1,2,1,1,NaN
88,29,1,1,1,1,1,1,NaN
89,28,2,2,2,2,1,1,NaN
90,46,1,1,1,1,1,1,NaN
91,91,1,2,1,1,1,1,NaN
92,2,1,1,1,1,1,1,NaN
93,63,2,1,2,2,1,1,NaN
94,9,2,2,2,2,1,1,NaN
95,87,1,2,2,1,1,1,NaN
96,36,1,2,1,1,1,1,NaN
97,79,1,2,2,1,1,1,NaN
98,58,1,1,1,1,1,1,NaN
99,18,2,2,1,2,1,1,NaN
100,103,2,1,1,2,1,1,NaN
101,107,2,1,2,2,1,1,NaN
102,24,1,1,2,1,1,1,NaN
103,56,1,2,2,1,1,1,NaN
104,80,2,2,1,2,1,1,NaN
105,106,1,1,2,1,1,1,NaN
106,14,1,1,1,1,1,1,NaN
107,86,2,1,1,2,1,1,NaN
108,74,2,1,2,2,2,1,0.423049492526843
109,50,1,1,1,1,1,1,NaN
110,15,2,1,2,2,1,1,NaN
111,197,2,1,2,2,1,1,NaN
112,203,2,2,1,2,1,1,NaN
113,219,1,2,1,1,1,1,NaN
114,159,2,2,2,2,1,1,NaN
115,157,2,1,2,2,1,1,NaN
116,176,2,2,2,2,1,1,NaN
117,170,2,1,2,2,1,1,NaN
118,174,2,1,2,2,1,1,NaN
119,123,2,2,2,2,1,1,NaN
120,213,2,1,2,2,1,1,NaN
121,134,1,1,1,1,1,1,NaN
122,166,2,1,2,2,1,1,NaN
123,126,1,2,1,1,1,1,NaN
124,220,2,2,1,2,1,1,NaN
125,212,1,1,2,1,1,1,NaN
126,182,1,2,2,1,2,1,0.467435230862975
127,139,2,1,2,2,1,1,NaN
128,215,1,1,2,1,2,1,0.343085102491386
129,185,1,2,2,1,1,1,NaN
130,114,2,2,2,2,1,1,NaN
131,199,2,2,2,2,1,1,NaN
132,205,2,1,1,2,1,1,NaN
133,153,2,1,2,2,1,1,NaN
134,183,1,1,2,1,1,1,NaN
135,133,2,2,2,2,1,1,NaN
136,117,1,2,2,1,1,1,NaN
137,154,1,2,1,1,1,1,NaN
138,115,1,1,1,1,1,1,NaN
139,187,1,1,1,1,1,1,NaN
140,202,1,2,1,1,1,1,NaN
141,167,1,2,2,1,1,1,NaN
142,136,1,2,2,1,1,1,NaN
143,144,1,2,1,1,1,1,NaN
144,164,2,2,1,2,1,1,NaN
145,160,1,1,2,1,1,1,NaN
146,128,2,2,1,2,2,1,0.567729024785876
147,169,1,1,1,1,1,1,NaN
148,116,2,1,1,2,1,1,NaN
149,151,2,2,1,2,1,1,NaN
150,161,1,2,1,1,2,1,0.561017330592222
151,178,2,1,2,2,1,1,NaN
152,146,2,1,1,2,2,1,0.462553493232917
153,194,1,2,2,1,1,1,NaN
154,177,1,1,2,1,1,1,NaN
155,137,2,2,2,2,1,1,NaN
156,124,1,1,1,1,1,1,NaN
157,175,1,2,1,1,1,1,NaN
158,192,1,1,2,1,1,1,NaN
159,121,2,1,2,2,1,1,NaN
160,195,2,2,2,2,1,1,NaN
161,173,1,1,1,1,1,1,NaN
162,132,1,2,1,1,1,1,NaN
163,179,1,2,1,1,1,1,NaN
164,158,1,2,2,1,1,1,NaN
165,138,1,1,1,1,1,1,NaN
166,206,1,2,2,1,1,1,NaN
167,111,1,1,1,1,1,1,NaN
168,207,2,2,2,2,1,1,NaN
169,163,1,2,1,1,1,1,NaN
170,190,2,2,1,2,2,1,0.511245321582464
171,120,1,1,1,1,1,1,NaN
172,200,1,1,1,1,1,1,NaN
173,193,2,1,1,2,1,1,NaN
174,204,1,1,1,1,1,1,NaN
175,148,2,2,1,2,2,1,0.568821204200503
176,162,2,1,1,2,1,1,NaN
177,211,2,2,1,2,1,1,NaN
178,140,1,2,2,1,1,1,NaN
179,188,2,1,1,2,1,1,NaN
180,186,2,2,2,2,1,1,NaN
181,141,2,2,1,2,1,1,NaN
182,172,2,2,2,2,1,1,NaN
183,171,1,2,1,1,1,1,NaN
184,112,2,1,1,2,1,1,NaN
185,129,2,2,1,2,1,1,NaN
186,127,1,1,2,1,2,1,0.612949993575967
187,181,2,1,1,2,2,1,0.47522476449376
188,142,1,1,1,1,1,1,NaN
189,156,1,1,2,1,1,1,NaN
190,208,1,1,2,1,1,1,NaN
191,131,2,1,2,2,1,1,NaN
192,209,2,1,2,2,1,1,NaN
193,149,2,1,1,2,1,1,NaN
194,119,2,2,1,2,1,1,NaN
195,210,1,2,1,1,1,1,NaN
196,180,2,2,1,2,1,1,NaN
197,118,1,2,2,1,2,1,0.635169933108045
198,196,1,1,2,1,1,1,NaN
199,122,1,2,1,1,1,1,NaN
200,155,2,2,1,2,1,1,NaN
201,189,1,2,1,1,1,1,NaN
202,198,1,2,1,1,1,1,NaN
203,135,2,1,1,2,1,1,NaN
204,218,2,1,1,2,1,1,NaN
205,214,1,2,1,1,1,1,NaN
206,201,2,1,1,2,1,1,NaN
207,130,1,1,2,1,1,1,NaN
208,165,1,1,2,1,1,1,NaN
209,150,1,2,2,1,1,1,NaN
210,125,2,1,1,2,1,1,NaN
211,168,2,2,2,2,1,1,NaN
212,184,2,1,2,2,1,1,NaN
213,217,1,1,2,1,1,1,NaN
214,152,1,1,2,1,1,1,NaN
215,191,2,2,1,2,1,1,NaN
216,145,2,2,1,2,1,1,NaN
217,147,1,1,2,1,1,1,NaN
218,216,2,2,2,2,1,1,NaN
219,113,1,2,1,1,1,1,NaN
220,143,2,1,2,2,1,1,NaN
221,261,1,1,1,1,1,1,NaN
222,327,1,1,2,1,1,1,NaN
223,329,1,2,1,1,1,1,NaN
224,290,1,2,2,1,1,1,NaN
225,232,1,2,1,1,1,1,NaN
226,271,1,2,1,1,2,1,0.444529606344076
227,221,1,1,1,1,1,1,NaN
228,289,2,1,1,2,1,1,NaN
229,242,2,2,1,2,1,1,NaN
230,225,1,1,2,1,1,1,NaN
231,282,2,1,2,2,2,1,0.493073937795998
232,234,1,1,2,1,1,1,NaN
233,310,1,2,1,1,2,1,0.392515585945148
234,254,1,2,1,1,1,1,NaN
235,273,2,2,2,2,1,1,NaN
236,299,1,2,2,1,1,1,NaN
237,301,1,1,2,1,1,1,NaN
238,269,1,1,2,1,1,1,NaN
239,257,1,1,1,1,1,1,NaN
240,260,2,2,2,2,1,1,NaN
241,286,2,1,2,2,2,1,0.51142588822222
242,325,1,2,2,1,1,1,NaN
243,296,1,1,1,1,1,1,NaN
244,281,2,2,2,2,1,1,NaN
245,326,2,2,2,2,1,1,NaN
246,267,1,2,1,1,1,1,NaN
247,231,2,1,2,2,1,1,NaN
248,323,1,1,1,1,1,1,NaN
249,239,1,1,2,1,1,1,NaN
250,241,1,2,1,1,1,1,NaN
251,287,2,2,2,2,1,1,NaN
252,272,1,2,1,1,1,1,NaN
253,222,2,1,1,2,1,1,NaN
254,283,1,1,2,1,1,1,NaN
255,277,2,2,1,2,1,1,NaN
256,246,2,2,2,2,1,1,NaN
257,255,2,1,2,2,2,1,0.359610608187722
258,230,1,1,2,1,1,1,NaN
259,268,2,2,1,2,1,1,NaN
260,262,2,1,1,2,1,1,NaN
261,311,2,1,2,2,1,1,NaN
262,321,1,2,1,1,1,1,NaN
263,247,1,1,1,1,2,1,0.506819536665716
264,259,1,2,1,1,1,1,NaN
265,307,1,2,2,1,1,1,NaN
266,300,2,2,2,2,1,1,NaN
267,303,1,2,2,1,1,1,NaN
268,235,2,1,1,2,1,1,NaN
269,320,2,1,2,2,1,1,NaN
270,328,2,1,2,2,1,1,NaN
271,315,2,2,2,2,2,1,0.424743658291845
272,302,2,1,1,2,1,1,NaN
273,224,2,2,2,2,1,1,NaN
274,291,2,2,2,2,1,1,NaN
275,314,1,1,2,1,1,1,NaN
276,250,1,2,2,1,1,1,NaN
277,278,1,1,2,1,1,1,NaN
278,226,1,1,1,1,2,1,0.626289683323193
279,253,2,1,1,2,1,1,NaN
280,248,1,1,2,1,1,1,NaN
281,245,1,2,1,1,1,1,NaN
282,227,2,1,1,2,1,1,NaN
283,319,1,1,2,1,1,1,NaN
284,313,2,2,2,2,1,1,NaN
285,284,2,1,2,2,1,1,NaN
286,233,2,2,2,2,1,1,NaN
287,294,1,2,1,1,1,1,NaN
288,237,2,2,2,2,1,1,NaN
289,263,1,2,2,1,1,1,NaN
290,265,1,1,2,1,1,1,NaN
291,266,2,1,2,2,1,1,NaN
292,270,2,1,1,2,1,1,NaN
293,276,1,2,2,1,1,1,NaN
294,293,2,1,1,2,1,1,NaN
295,244,2,1,2,2,1,1,NaN
296,324,2,1,2,2,1,1,NaN
297,274,1,1,1,1,1,1,NaN
298,258,2,1,2,2,1,1,NaN
299,249,2,1,1,2,1,1,NaN
300,308,2,2,2,2,1,1,NaN
301,297,1,1,2,1,2,1,0.299719258382538
302,264,2,2,1,2,1,1,NaN
303,298,2,1,2,2,1,1,NaN
304,316,2,1,1,2,1,1,NaN
305,292,1,1,1,1,1,1,NaN
306,288,1,1,1,1,1,1,NaN
307,275,2,1,2,2,1,1,NaN
308,309,1,1,2,1,1,1,NaN
309,295,2,2,2,2,1,1,NaN
310,312,1,2,2,1,1,1,NaN
311,256,2,2,1,2,1,1,NaN
312,305,1,1,2,1,1,1,NaN
313,279,2,1,1,2,1,1,NaN
314,243,1,1,1,1,1,1,NaN
315,238,2,2,1,2,2,1,0.346027724148371
316,280,1,2,1,1,1,1,NaN
317,318,2,2,1,2,1,1,NaN
318,240,2,1,1,2,1,1,NaN
319,223,1,2,1,1,1,1,NaN
320,317,1,2,1,1,1,1,NaN
321,252,1,1,2,1,1,1,NaN
322,251,2,2,1,2,1,1,NaN
323,228,1,2,2,1,1,1,NaN
324,236,1,2,1,1,1,1,NaN
325,304,2,2,1,2,1,1,NaN
326,285,1,2,2,1,1,1,NaN
327,229,2,2,2,2,1,1,NaN
328,322,2,2,2,2,1,1,NaN
329,330,2,2,2,2,1,1,NaN
330,306,2,1,1,2,1,1,NaN
331,412,1,1,2,1,1,1,NaN
332,365,1,2,2,1,1,1,NaN
333,421,1,2,2,1,1,1,NaN
334,435,2,2,2,2,1,1,NaN
335,407,2,1,1,2,1,1,NaN
336,420,2,1,1,2,1,1,NaN
337,334,2,2,1,2,1,1,NaN
338,439,1,2,2,1,1,1,NaN
339,337,1,2,2,1,1,1,NaN
340,375,2,2,2,2,1,1,NaN
341,423,1,1,2,1,1,1,NaN
342,362,2,2,2,2,1,1,NaN
343,431,2,2,2,2,1,1,NaN
344,338,2,2,1,2,1,1,NaN
345,360,2,1,1,2,1,1,NaN
346,436,2,2,1,2,2,1,0.442416069436149
347,410,1,2,2,1,2,1,0.350053160340394
348,437,1,1,1,1,1,1,NaN
349,331,1,1,1,1,1,1,NaN
350,385,2,1,2,2,1,1,NaN
351,414,2,1,2,2,1,1,NaN
352,340,2,1,2,2,1,1,NaN
353,391,2,2,2,2,1,1,NaN
354,382,1,2,2,1,1,1,NaN
355,406,1,1,1,1,1,1,NaN
356,348,2,1,1,2,1,1,NaN
357,428,1,1,1,1,1,1,NaN
358,341,1,2,2,1,1,1,NaN
359,404,1,2,2,1,1,1,NaN
360,350,2,2,1,2,1,1,NaN
361,378,1,2,2,1,1,1,NaN
362,343,1,1,2,1,1,1,NaN
363,384,1,1,2,1,1,1,NaN
364,416,1,1,2,1,2,1,0.350507942443073
365,351,1,1,1,1,1,1,NaN
366,405,2,2,1,2,1,1,NaN
367,349,1,2,2,1,1,1,NaN
368,372,1,1,1,1,1,1,NaN
369,377,2,1,2,2,1,1,NaN
370,369,1,2,2,1,1,1,NaN
371,398,2,2,1,2,2,1,0.477408538021336
372,387,2,2,2,2,1,1,NaN
373,366,2,2,1,2,1,1,NaN
374,335,1,1,1,1,1,1,NaN
375,426,1,2,2,1,1,1,NaN
376,438,2,1,1,2,1,1,NaN
377,411,2,2,1,2,1,1,NaN
378,383,2,2,1,2,1,1,NaN
379,415,1,2,1,1,1,1,NaN
380,393,2,1,2,2,1,1,NaN
381,373,2,1,2,2,1,1,NaN
382,332,2,1,1,2,1,1,NaN
383,345,1,2,2,1,1,1,NaN
384,403,2,1,1,2,1,1,NaN
385,401,1,2,2,1,2,1,0.40048919804758
386,364,2,1,2,2,1,1,NaN
387,342,2,2,1,2,1,1,NaN
388,432,1,1,2,1,1,1,NaN
389,417,2,2,2,2,1,1,NaN
390,354,2,2,1,2,1,1,NaN
391,367,1,1,1,1,1,1,NaN
392,357,1,2,2,1,1,1,NaN
393,396,1,1,2,1,1,1,NaN
394,353,1,2,2,1,1,1,NaN
395,380,1,1,2,1,1,1,NaN
396,358,2,2,2,2,1,1,NaN
397,440,2,2,2,2,1,1,NaN
398,347,1,1,1,1,1,1,NaN
399,376,1,1,2,1,1,1,NaN
400,386,1,2,1,1,1,1,NaN
401,397,2,1,2,2,1,1,NaN
402,422,2,2,2,2,1,1,NaN
403,408,1,2,1,1,1,1,NaN
404,344,2,1,1,2,1,1,NaN
405,394,1,2,1,1,1,1,NaN
406,419,2,1,2,2,2,1,0.437510919598935
407,374,1,2,1,1,1,1,NaN
408,409,1,1,2,1,2,1,0.451745248272346
409,368,2,1,1,2,1,1,NaN
410,425,2,1,1,2,1,1,NaN
411,336,2,1,1,2,1,1,NaN
412,355,1,1,1,1,1,1,NaN
413,429,2,1,2,2,1,1,NaN
414,433,2,1,2,2,1,1,NaN
415,427,2,2,2,2,1,1,NaN
416,346,2,2,1,2,1,1,NaN
417,359,1,1,2,1,1,1,NaN
418,434,1,2,1,1,1,1,NaN
419,389,2,1,1,2,1,1,NaN
420,381,2,1,2,2,1,1,NaN
421,352,2,1,1,2,1,1,NaN
422,392,1,1,2,1,1,1,NaN
423,361,1,2,2,1,1,1,NaN
424,424,2,1,2,2,2,1,0.358506137363293
425,379,2,2,1,2,1,1,NaN
426,430,1,2,1,1,1,1,NaN
427,413,2,2,2,2,2,1,0.366257918813062
428,388,1,1,1,1,1,1,NaN
429,371,1,2,2,1,2,1,0.4286183784061
430,356,2,1,1,2,1,1,NaN
431,333,1,2,2,1,1,1,NaN
432,390,1,2,2,1,1,1,NaN
433,418,1,1,1,1,1,1,NaN
434,402,1,1,1,1,1,1,NaN
435,395,2,2,2,2,1,1,NaN
436,400,2,2,1,2,1,1,NaN
437,339,1,1,1,1,1,1,NaN
438,370,2,2,2,2,1,1,NaN
439,363,1,1,2,1,1,1,NaN
440,399,1,2,2,1,1,1,NaN
