PresOrder,TrialNumber,Far_Close,Hallway,Perspective,Phase,Catch_Trial,Response,Response_Time
1,22,1,2,1,1,1,1,NaN
2,15,1,1,2,1,1,1,NaN
3,73,2,2,1,2,1,1,NaN
4,74,1,1,2,1,1,1,NaN
5,5,2,2,1,2,2,1,0.47175273432731
6,107,1,1,1,1,1,1,NaN
7,109,1,2,1,1,1,1,NaN
8,81,1,2,2,1,2,1,0.487836627286015
9,62,2,1,1,2,2,1,0.465818032724201
10,8,1,2,1,1,1,1,NaN
11,108,2,1,1,2,1,1,NaN
12,61,2,1,1,2,1,1,NaN
13,1,1,1,2,1,1,1,NaN
14,72,1,2,1,1,1,1,NaN
15,9,1,1,2,1,2,1,0.524433709946607
16,38,1,1,2,1,1,1,NaN
17,95,1,1,1,1,1,1,NaN
18,88,2,1,2,2,1,1,NaN
19,45,1,2,2,1,1,1,NaN
20,33,1,1,2,1,1,1,NaN
21,65,1,1,2,1,1,1,NaN
22,25,2,1,1,2,1,1,NaN
23,17,2,1,2,2,1,1,NaN
24,79,2,1,2,2,1,1,NaN
25,105,1,2,1,1,1,1,NaN
26,80,1,2,1,1,1,1,NaN
27,42,2,2,2,2,1,1,NaN
28,69,1,2,2,1,2,1,0.457430024573114
29,106,2,2,1,2,1,1,NaN
30,91,1,1,1,1,1,1,NaN
31,14,2,2,1,2,1,1,NaN
32,82,2,2,1,2,1,1,NaN
33,32,2,2,1,2,1,1,NaN
34,49,1,2,2,1,1,1,NaN
35,23,2,2,2,2,1,1,NaN
36,36,2,2,2,2,1,1,NaN
37,90,2,2,1,2,1,1,NaN
38,96,2,1,1,2,1,1,NaN
39,70,1,1,1,1,1,1,NaN
40,101,1,2,2,1,1,1,NaN
41,83,1,1,2,1,1,1,NaN
42,110,2,2,2,2,1,1,NaN
43,2,2,1,1,2,1,1,NaN
44,4,2,2,2,2,1,1,NaN
45,7,2,1,2,2,1,1,NaN
46,85,1,2,2,1,1,1,NaN
47,87,1,1,2,1,1,1,NaN
48,47,1,1,2,1,1,1,NaN
49,93,1,2,2,1,1,1,NaN
50,76,1,2,2,1,1,1,NaN
51,86,2,2,2,2,1,1,NaN
52,77,2,2,1,2,1,1,NaN
53,99,1,1,1,1,1,1,NaN
54,16,2,1,2,2,2,1,0.470510716790159
55,43,1,1,2,1,1,1,NaN
56,30,2,1,1,2,1,1,NaN
57,104,2,1,2,2,1,1,NaN
58,67,1,2,2,1,1,1,NaN
59,55,1,1,2,1,1,1,NaN
60,63,1,2,2,1,1,1,NaN
61,31,1,2,1,1,1,1,NaN
62,56,2,2,2,2,2,1,0.705811290010388
63,40,2,1,2,2,1,1,NaN
64,34,2,1,1,2,1,1,NaN
65,41,1,2,2,1,1,1,NaN
66,98,2,2,2,2,1,1,NaN
67,29,1,1,2,1,1,1,NaN
68,53,1,2,1,1,1,1,NaN
69,27,1,2,1,1,1,1,NaN
70,48,2,1,2,2,1,1,NaN
71,3,1,2,2,1,1,1,NaN
72,26,2,1,2,2,2,1,0.653547929614433
73,24,1,1,2,1,1,1,NaN
74,39,1,1,2,1,2,1,0.58719159174143
75,44,2,1,2,2,1,1,NaN
76,13,1,2,1,1,1,1,NaN
77,102,2,2,1,2,1,1,NaN
78,12,2,1,1,2,1,1,NaN
79,21,2,1,1,2,1,1,NaN
80,60,1,1,2,1,1,1,NaN
81,100,2,1,1,2,1,1,NaN
82,10,2,2,1,2,1,1,NaN
83,11,1,1,1,1,1,1,NaN
84,89,1,2,1,1,1,1,NaN
85,103,1,1,1,1,1,1,NaN
86,54,2,2,1,2,1,1,NaN
87,35,1,2,1,1,1,1,NaN
88,84,2,1,2,2,1,1,NaN
89,58,1,2,1,1,1,1,NaN
90,18,1,2,2,1,1,1,NaN
91,68,2,2,2,2,1,1,NaN
92,51,1,1,1,1,1,1,NaN
93,94,2,2,2,2,1,1,NaN
94,52,2,1,1,2,1,1,NaN
95,28,2,2,2,2,1,1,NaN
96,20,1,1,1,1,1,1,NaN
97,6,1,1,2,1,1,1,NaN
98,50,2,2,1,2,1,1,NaN
99,19,2,2,1,2,1,1,NaN
100,66,2,1,2,2,1,1,NaN
101,75,2,1,1,2,1,1,NaN
102,71,2,1,2,2,1,1,NaN
103,92,2,1,2,2,1,1,NaN
104,97,1,2,1,1,1,1,NaN
105,59,2,2,2,2,1,1,NaN
106,37,1,1,1,1,2,1,0.778483948444773
107,64,2,2,2,2,1,1,NaN
108,78,1,1,2,1,1,1,NaN
109,57,2,1,1,2,1,1,NaN
110,46,2,2,2,2,1,1,NaN
111,194,2,2,2,2,1,1,NaN
112,147,2,1,1,2,1,1,NaN
113,188,1,2,1,1,1,1,NaN
114,211,2,2,2,2,1,1,NaN
115,146,1,1,1,1,1,1,NaN
116,144,1,2,1,1,1,1,NaN
117,171,1,1,1,1,1,1,NaN
