PresOrder,TrialNumber,Far_Close,Hallway,Perspective,Phase,Catch_Trial,Response,Response_Time
1,106,2,2,1,2,1,1,NaN
2,59,1,2,1,1,1,1,NaN
3,51,1,2,2,1,1,1,NaN
4,2,2,1,1,2,1,1,NaN
5,108,2,1,1,2,1,1,NaN
6,15,2,1,1,2,1,1,NaN
7,16,1,2,1,1,1,1,NaN
8,63,1,1,1,1,1,1,NaN
9,10,1,1,1,1,1,1,NaN
10,54,2,1,1,2,1,1,NaN
11,70,1,2,1,1,1,1,NaN
12,96,2,2,2,2,2,1,0.440257699661743
13,36,2,1,1,2,1,1,NaN
14,33,2,2,1,2,1,1,NaN
15,31,2,1,2,2,1,1,NaN
16,28,1,2,1,1,1,1,NaN
17,30,1,1,2,1,1,1,NaN
18,66,2,2,1,2,1,1,NaN
19,6,1,1,2,1,1,1,NaN
20,35,1,1,1,1,1,1,NaN
21,72,1,1,2,1,1,1,NaN
22,46,1,2,1,1,1,1,NaN
23,85,2,1,1,2,1,1,NaN
24,20,1,2,1,1,1,1,NaN
25,105,1,2,1,1,1,1,NaN
26,53,1,1,1,1,1,1,NaN
27,104,2,1,1,2,1,1,NaN
28,75,2,2,2,2,1,1,NaN
29,109,1,2,1,1,1,1,NaN
30,61,2,2,1,2,1,1,NaN
31,110,2,2,1,2,1,1,NaN
32,60,2,1,2,2,2,1,0.608338423078749
33,9,2,2,2,2,1,1,NaN
34,58,2,1,1,2,1,1,NaN
35,82,1,2,1,1,1,1,NaN
36,83,2,2,1,2,1,1,NaN
37,38,2,2,1,2,1,1,NaN
38,67,1,1,1,1,1,1,NaN
39,97,2,2,1,2,2,1,0.349504433859693
40,42,1,2,1,1,1,1,NaN
41,18,1,1,1,1,1,1,NaN
42,103,1,1,1,1,1,1,NaN
43,52,2,2,1,2,1,1,NaN
44,26,1,1,1,1,1,1,NaN
45,25,2,2,1,2,1,1,NaN
46,48,1,2,1,1,2,1,0.400257418714318
47,29,2,2,2,2,1,1,NaN
48,57,1,1,2,1,1,1,NaN
49,56,2,2,2,2,1,1,NaN
50,87,2,2,2,2,1,1,NaN
51,98,2,2,1,2,1,1,NaN
52,3,1,1,2,1,2,1,0.433091766726648
53,69,2,1,1,2,2,1,0.355937267797344
54,41,2,1,2,2,1,1,NaN
55,32,1,2,2,1,1,1,NaN
56,107,1,1,1,1,1,1,NaN
57,101,1,2,1,1,1,1,NaN
58,24,1,2,2,1,1,1,NaN
59,19,2,1,1,2,1,1,NaN
60,45,2,1,1,2,1,1,NaN
61,22,1,1,1,1,1,1,NaN
62,86,1,2,2,1,1,1,NaN
63,80,1,1,2,1,1,1,NaN
64,71,2,2,1,2,1,1,NaN
65,14,1,1,1,1,1,1,NaN
66,76,1,1,1,1,1,1,NaN
67,5,2,2,1,2,1,1,NaN
68,23,2,1,1,2,1,1,NaN
69,47,2,2,1,2,1,1,NaN
70,11,2,1,1,2,1,1,NaN
71,94,2,1,1,2,2,1,0.583528948338426
72,74,1,2,1,1,1,1,NaN
73,4,1,2,2,1,1,1,NaN
74,65,1,2,2,1,1,1,NaN
75,55,1,2,2,1,1,1,NaN
76,89,2,1,2,2,1,1,NaN
77,40,1,1,2,1,2,1,0.417518168709648
78,95,1,2,2,1,1,1,NaN
79,73,2,1,2,2,1,1,NaN
80,17,2,2,1,2,1,1,NaN
81,34,1,2,2,1,2,1,0.38993667253817
82,93,2,1,2,2,1,1,NaN
83,50,2,1,1,2,1,1,NaN
84,92,1,1,1,1,1,1,NaN
85,90,1,2,2,1,1,1,NaN
86,7,2,1,2,2,1,1,NaN
87,78,1,2,2,1,1,1,NaN
88,77,2,1,1,2,1,1,NaN
89,21,2,2,2,2,1,1,NaN
90,99,1,1,1,1,1,1,NaN
91,91,2,2,2,2,1,1,NaN
92,44,1,1,2,1,1,1,NaN
93,27,2,1,2,2,1,1,NaN
94,81,2,1,2,2,1,1,NaN
95,13,2,2,1,2,1,1,NaN
96,43,2,2,2,2,1,1,NaN
97,62,1,1,1,1,2,1,0.548603585424644
98,102,2,2,1,2,1,1,NaN
99,79,2,2,2,2,1,1,NaN
100,64,2,1,1,2,1,1,NaN
101,68,2,1,1,2,1,1,NaN
102,1,1,1,2,1,1,1,NaN
103,37,1,2,2,1,1,1,NaN
104,39,1,1,2,1,1,1,NaN
105,100,2,1,2,2,1,1,NaN
106,49,1,1,1,1,1,1,NaN
107,88,1,1,1,1,1,1,NaN
108,8,1,2,2,1,1,1,NaN
109,84,1,1,1,1,1,1,NaN
110,12,1,2,1,1,1,1,NaN
111,155,2,2,1,2,1,1,NaN
112,185,2,2,1,2,1,1,NaN
113,180,1,2,1,1,1,1,NaN
114,152,1,1,2,1,1,1,NaN
115,114,2,2,1,2,1,1,NaN
116,167,2,1,2,2,1,1,NaN
117,208,1,1,2,1,1,1,NaN
118,126,2,2,1,2,2,1,0.508261484266768
119,125,2,1,1,2,1,1,NaN
120,162,2,1,2,2,1,1,NaN
121,218,2,1,2,2,1,1,NaN
122,144,2,2,2,2,1,1,NaN
123,186,1,1,1,1,1,1,NaN
124,200,2,1,2,2,1,1,NaN
125,196,2,1,1,2,1,1,NaN
126,216,2,2,2,2,1,1,NaN
127,113,1,2,2,1,1,1,NaN
128,213,1,1,1,1,1,1,NaN
129,132,2,2,2,2,1,1,NaN
130,194,2,2,1,2,1,1,NaN
131,121,2,1,2,2,1,1,NaN
132,117,1,2,2,1,1,1,NaN
133,215,1,2,1,1,1,1,NaN
134,171,2,1,2,2,1,1,NaN
135,206,1,2,2,1,1,1,NaN
136,123,2,2,2,2,1,1,NaN
137,209,2,1,2,2,1,1,NaN
138,145,1,1,1,1,1,1,NaN
139,217,1,1,1,1,1,1,NaN
140,148,1,2,2,1,2,1,0.5828573067447
141,184,1,2,1,1,1,1,NaN
142,182,1,1,2,1,1,1,NaN
143,159,1,2,2,1,1,1,NaN
144,143,1,2,1,1,1,1,NaN
145,201,1,2,2,1,1,1,NaN
146,120,2,1,1,2,2,1,0.446869638024509
147,195,1,1,2,1,1,1,NaN
148,136,2,2,1,2,1,1,NaN
149,204,1,1,1,1,1,1,NaN
150,111,1,1,1,1,1,1,NaN
151,189,1,2,2,1,1,1,NaN
152,147,1,2,2,1,2,1,0.650423280532777
153,176,1,2,1,1,1,1,NaN
154,142,2,1,1,2,1,1,NaN
155,122,1,2,2,1,1,1,NaN
156,119,1,1,2,1,1,1,NaN
157,138,2,1,1,2,1,1,NaN
158,140,2,2,2,2,1,1,NaN
159,112,2,1,2,2,1,1,NaN
160,163,1,2,2,1,1,1,NaN
161,151,2,2,1,2,1,1,NaN
162,169,2,2,2,2,1,1,NaN
163,179,2,1,1,2,1,1,NaN
164,139,1,2,1,1,1,1,NaN
165,173,2,2,1,2,1,1,NaN
166,219,1,2,1,1,1,1,NaN
167,174,1,1,2,1,1,1,NaN
168,168,1,2,2,1,1,1,NaN
169,183,2,1,2,2,1,1,NaN
170,157,1,1,1,1,2,0,NaN
171,129,1,1,2,1,1,1,NaN
172,178,1,1,1,1,1,1,NaN
173,220,2,2,2,2,1,1,NaN
174,211,2,2,2,2,1,1,NaN
175,197,1,2,1,1,1,1,NaN
176,205,2,1,1,2,1,1,NaN
177,181,2,2,1,2,1,1,NaN
178,170,1,1,2,1,1,1,NaN
179,165,2,2,2,2,1,1,NaN
