Scenario - Push Button + tone (0ms)
Logfile written - 10/08/2020 12:24:21

Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index

1	Picture	start	166	0	1	667	3	0	next	other	0
3	Nothing	nothing	5333	0	1			0		hit	3
3	Response	222	38221	32888	1
4	Sound	20	38222	0	2			0		hit	6
5	Sound	20	61421	0	2			0		hit	8
5	Response	222	61421	0	1
6	Sound	20	84061	0	3			0		hit	9
6	Response	222	84061	0	1
6	Response	222	103420	19359	1
7	Sound	20	103421	0	2			0		hit	11
7	Response	222	119979	16558	2
8	Sound	20	119980	0	2			0		hit	13
8	Response	222	137420	17440	1
9	Sound	20	137421	0	2			0		hit	15
9	Response	222	155099	17678	1
10	Sound	20	155100	0	2			0		hit	18
11	Sound	20	172860	0	2			0		hit	20
11	Response	222	172860	0	1
12	Sound	20	189179	0	3			0		hit	21
12	Response	222	189179	0	1
12	Response	222	204458	15279	2
13	Sound	20	204459	0	2			0		hit	23
13	Response	222	221498	17039	2
14	Sound	20	221499	0	2			0		incorrect	26
14	Port Input	14	236318	14819	1
14	Response	10	236318	14819	1
14	Port Input	15	236544	15045	1
14	Port Input	14	236544	15045	1
14	Port Input	15	236546	15047	1
14	Port Input	14	236546	15047	1
14	Port Input	15	236547	15048	1
14	Port Input	14	236547	15048	1
14	Port Input	15	236547	15048	1
14	Port Input	14	236547	15048	1
14	Port Input	15	236548	15049	1
14	Port Input	14	236548	15049	1
14	Port Input	15	236548	15049	1
14	Port Input	14	236548	15049	1
14	Port Input	15	236548	15049	1
14	Port Input	14	236548	15049	1
14	Port Input	15	236548	15049	1
14	Port Input	14	236548	15049	1
14	Port Input	15	236548	15049	1
14	Port Input	14	236548	15049	1
14	Port Input	15	236549	15050	1
14	Port Input	14	236549	15050	1
14	Port Input	15	236550	15051	1
14	Port Input	14	236550	15051	1
14	Port Input	15	236550	15051	1
14	Port Input	14	236550	15051	1
14	Port Input	15	236551	15052	1
14	Port Input	14	236551	15052	1
14	Port Input	15	236553	15054	1
14	Port Input	14	236553	15054	1
14	Port Input	15	236553	15054	1
14	Port Input	14	236553	15054	1
14	Port Input	15	236553	15054	2
14	Port Input	14	236554	15055	1
14	Port Input	15	236554	15055	1
14	Port Input	14	236554	15055	1
14	Port Input	15	236554	15055	1
14	Port Input	14	236554	15055	1
14	Port Input	15	236554	15055	1
14	Port Input	14	236554	15055	1
14	Port Input	15	236555	15056	1
14	Port Input	14	236555	15056	1
14	Port Input	15	236555	15056	1
14	Port Input	14	236555	15056	1
14	Port Input	15	236555	15056	1
14	Port Input	14	236555	15056	1
14	Port Input	15	236556	15057	1
14	Port Input	14	236556	15057	1
14	Port Input	15	236556	15057	1
14	Port Input	14	236556	15057	1
14	Port Input	15	236556	15057	1
14	Port Input	14	236556	15057	1
14	Port Input	15	236557	15058	1
14	Port Input	14	236557	15058	1
14	Port Input	15	236558	15059	1
14	Port Input	14	236558	15059	1
14	Port Input	15	236558	15059	1
14	Port Input	14	236558	15059	1
14	Port Input	15	236559	15060	1
14	Port Input	14	236559	15060	1
14	Port Input	15	236561	15062	1
14	Port Input	14	236561	15062	1
14	Port Input	15	236561	15062	1
14	Port Input	14	236561	15062	1
14	Port Input	15	236562	15063	1
14	Port Input	14	236562	15063	1
14	Port Input	15	236562	15063	1
14	Port Input	14	236562	15063	1
14	Port Input	15	236562	15063	1
14	Port Input	14	236562	15063	2
14	Port Input	15	236563	15064	1
14	Port Input	14	236563	15064	1
14	Port Input	15	236563	15064	1
14	Port Input	14	236563	15064	1
14	Port Input	15	236564	15065	1
14	Port Input	14	236564	15065	1
14	Port Input	15	236564	15065	1
14	Port Input	14	236564	15065	1
14	Port Input	15	236564	15065	1
14	Port Input	14	236564	15065	1
14	Port Input	15	236565	15066	1
14	Port Input	14	236565	15066	1
14	Port Input	15	236565	15066	1
14	Port Input	14	236565	15066	1
14	Port Input	15	236566	15067	1
14	Port Input	14	236566	15067	1
14	Port Input	15	236566	15067	1
14	Port Input	14	236566	15067	1
14	Port Input	15	236566	15067	1
14	Port Input	14	236566	15067	1
14	Port Input	15	236566	15067	1
14	Port Input	14	236566	15067	2
14	Port Input	15	236567	15068	1
14	Port Input	14	236567	15068	1
14	Port Input	15	236567	15068	1
14	Port Input	14	236567	15068	1
14	Port Input	15	236567	15068	1
14	Port Input	14	236567	15068	1
14	Port Input	15	236567	15068	1
14	Port Input	14	236567	15068	1
14	Port Input	15	236567	15068	1
14	Port Input	14	236567	15068	1
14	Port Input	15	236568	15069	1
14	Port Input	14	236568	15069	1
14	Port Input	15	236568	15069	1
14	Port Input	14	236568	15069	1
14	Port Input	15	236569	15070	1
14	Port Input	14	236569	15070	1
14	Port Input	15	236569	15070	1
14	Port Input	14	236569	15070	1
